paper_id,title,doi,confidence_score,final_confidence
BES-1212,Securing the E-voting system through blockchain using the concept of proof of work,10.1109/ictai53825.2021.9673389,0.7,MEDIUM
BES-1213,Computational Intelligence Approach for Municipal Council Elections Using Blockchain,10.32604/iasc.2021.014827,0.9,HIGH
BES-1214,Secure Ranked Choice Online Voting System via Intel SGX and Blockchain,10.1109/trustcom53373.2021.00036,0.9,HIGH
BES-1215,Voting System based on BlockChain and using Iris Recognition,10.1109/iccct53315.2021.9711819,0.7,MEDIUM
BES-1216,Secure E-Voting System Using Visual Cryptography &amp; Block Chain Ledger,10.17762/turcomat.v12i1s.1544,0.7,MEDIUM
BES-1220,FASTEN: Fair and Secure Distributed Voting Using Smart Contracts,10.1109/ICBC51069.2021.9461060,0.9,HIGH
BES-1221,Æternum: A Decentralized Voting System with Unconditional Privacy,10.1109/icbc51069.2021.9461101,0.9,HIGH
BES-1222,RectorDApp: Decentralized Application for Managing University Rector Elections,10.1109/sose52839.2021.00024,0.9,HIGH
BES-1223,An Efficient and Effective Blockchain-based Data Aggregation for Voting System,10.1109/icscan53069.2021.9526450,0.7,MEDIUM
BES-1224,An Efficient Blockchain Based Electronic Voting System Using Proxy Multi-signature,10.1109/iaecst54258.2021.9695917,0.7,MEDIUM
BES-1225,Distributed Internet voting architecture: A thin client approach to Internet voting,10.1177/0268396220978983,0.9,HIGH
BES-1226,BEvote: Bitcoin-Enabled E-Voting Scheme with Anonymity and Robustness,10.1155/2021/9988646,0.9,HIGH
BES-1228,A Cost-Efficient Proof-of-Stake-Voting Based Auditable Blockchain e-Voting System,10.1088/1757-899x/1099/1/012038,0.9,HIGH
BES-1229,"An Electronic Voting System adopting Blockchain: Interpretation, Characteristics and Investigation",10.1051/e3sconf/202129701076,0.7,MEDIUM
BES-1230,Implementation of Election System Using Blockchain Technology,10.1109/icses52305.2021.9633828,0.7,MEDIUM
BES-1231,SEVA: A Smart Electronic Voting Application Using Blockchain Technology,10.1109/blockchain53845.2021.00056,0.9,HIGH
BES-1234,Controllable anonymous authentication scheme based on blockchain and decentralized traceable attribute-based signature,10.1360/ssi-2021-0018,0.7,MEDIUM
BES-1239,An Empirical Analysis Of Using Blockchain Technology In E-Voting Systems,10.1109/icore54267.2021.00033,0.9,HIGH
BES-1241,Enhancing Electronic Voting With A Dual-Blockchain Architecture,10.5195/ledger.2021.199,0.9,HIGH
BES-1242,An efficient vote casting system with Aadhar verification through blockchain,10.1504/ijsse.2021.121439,0.9,HIGH
BES-1243,"Smart voting using Fingerprint, Face and OTP Technology with Blockchain",10.1088/1742-6596/1916/1/012139,0.7,MEDIUM
BES-1246,BSEVOTING: A Conceptual Framework to Develop Electronic Voting System using Sidechain,10.23919/eecsi53397.2021.9624282,0.7,MEDIUM
BES-1251,Is E-voting Systems based on Blockchain Technology Efficient in Nigeria General Elections?,10.4108/eai.10-3-2021.168964,0.7,MEDIUM
BES-1252,Blockchain E-voting Scheme Based on SM9 Partial Blind Signature,10.1109/cisai54367.2021.00201,0.9,HIGH
BES-1253,A Self-Tallying Electronic Voting Based on Blockchain,10.1093/comjnl/bxab123,0.9,HIGH
BES-1254,Using Blockchain Technology to Create a Secure Digital Voting System,,0.7,MEDIUM
BES-1256,Voting System Based on Blockchain,10.30564/jcsr.v3i2.2797,0.9,HIGH
BES-1257,A Transparent Immutable and More Secured Voting System Using Blockchain,10.1088/1742-6596/1964/4/042099,0.7,MEDIUM
BES-1259,An Online E-voting System based on an Adaptive Ledger with Singular Value Decomposition Technique,10.33640/2405-609x.3156,0.7,MEDIUM
BES-1260,Towards Secure and Auditable E-Voting System with Go Ethereum,10.17762/turcomat.v12i10.4951,0.9,HIGH
BES-1267,“iSAY”: Blockchain-based Intelligent Polling System for Legislative Assistance,10.14569/IJACSA.2021.0120129,0.7,MEDIUM
BES-1268,Privacy Preserved E-Voting System Using Blockchain,10.2139/ssrn.3852951,0.7,MEDIUM
BES-1271,e-Voting System using Fingerprint and Face Recognition Authentication with Blockchain,10.5281/zenodo.5782925,0.7,MEDIUM
BES-1273,Requirement Analysis of Some Blockchain-based E-voting Schemes,,0.7,MEDIUM
BES-1275,A close scrutiny of dApps and developing an e-voting dApp using Ethereum Blockchain,10.1504/ijcaet.2021.117127,0.7,MEDIUM
BES-1276,Secure Internet Voting using Blockchain Technology,10.1109/iccws53234.2021.9703027,0.7,MEDIUM
BES-1277,A Proposed Blockchain-Based Voting System with User Authentication through Biometrics,10.17648/jisc.v8i1.78,0.7,MEDIUM
BES-1278,A Heuristic Approach using Block Chain to Fight Novel COVID-19 During an Election,10.1109/citisia53721.2021.9719897,0.7,MEDIUM
BES-1279,Editorial on the Special Issue on Election Security,10.1145/3471534,0.7,MEDIUM
BES-1287,Decentralized Incognito Limpid E-Voting System,10.21276/IJIRCST.2021.9.2.14,0.7,MEDIUM
BES-1288,Cryptography Implementation for electronic voting security,10.1051/e3sconf/202132803005,0.7,MEDIUM
BES-1290,"A Decentralized, Secure, Peer-to-Peer Multi-Voting System on Ethereum Blockchain",10.22214/ijraset.2021.38421,0.9,HIGH
BES-1291,DECENTRALIZED ELECTRONIC VOTING USING SMART CONTRACTS (DEV-SC),10.26782/jmcms.2021.08.00004,0.7,MEDIUM
BES-1292,Demystifying Democracy: Incentivizing Blockchain Voting Technology for an enriched Electoral System,10.1109/iccict50803.2021.9510158,0.7,MEDIUM
BES-1293,Blockchain oriented hyperledger based performance driven framework for mass e-voting,10.3233/idt-210014,0.9,HIGH
BES-1294,A Large‐Scale E‐voting System Based on Blockchain,,0.9,HIGH
BES-1297,Methods and Software Complex Development for Remote Electronic Voting Based on Ethereum Blockchain Platform,10.24151/1561-5405-2021-26-6-565-579,0.9,HIGH
BES-1300,A Blockchain Voting Scheme Based on Data Security Separation,10.1109/icetci53161.2021.9563532,0.9,HIGH
BES-1303,Purwarupa Sistem Pemilihan Umum Elektronik dengan Pemanfaatan Protokol Ethereum pada Teknologi Blockchain,10.26623/transformatika.v19i1.2746,0.7,MEDIUM
BES-1306,Electronic Voting Application Powered by Blockchain Technology,10.4018/978-1-7998-3444-1.ch011,0.9,HIGH
BES-1307,E-ballot System Based on Blockchain Technology,10.2139/ssrn.3884812,0.7,MEDIUM
BES-1309,E-VOTING SYSTEMS USING BLOCKCHAIN: A SYSTEMATIC REVIEW AND FUTURE RESEARCH DIRECTION,10.36713/EPRA7157,0.7,MEDIUM
BES-1310,I-Voting System Based on Block Chain,10.3233/apc210016,0.7,MEDIUM
BES-1311,A Visionary Approach to Smart Voting System,10.2139/ssrn.3884959,0.7,MEDIUM
BES-1313,Ethereum Blockchain-based Decentralized Preferential E-Voting Smart Contract using Solidity,,0.7,MEDIUM
BES-1316,A FRAMEWORK BASED ON BLOCKCHAIN FOR ELECTORAL VOTING SYSTEM,10.26782/jmcms.2021.10.00001,0.7,MEDIUM
BES-1318,Blockchain in the Field of Voting,10.5220/0010617200003170,0.7,MEDIUM
BES-1319,An Enhanced Security for Online Voting System using Blockchain Technology,10.48175/IJARSCT-825,0.7,MEDIUM
BES-1320,Secure Blockchain Decentralized Voting for Verified Users,10.5121/ijnsa.2021.13502,0.9,HIGH
BES-1321,Design and Implementation of Voting System Based on Ethereum,10.1109/ICAA53760.2021.00112,0.9,HIGH
BES-1325,BBB-Voting: 1-out-of-k Blockchain-Based Boardroom Voting,,0.9,HIGH
BES-1327,IMPLEMENTASI TEKNOLOGI BLOCKCHAIN MENGGUNAKAN SMART CONTRACT PADA E-VOTING,,0.7,MEDIUM
BES-1328,A proposal for the use of blockchain in the portuguese voting system,,0.7,MEDIUM
BES-1329,Blockchain-based e-voting system for student election in UiTM / Muhammad Haziq Aiman Hafiz,,0.7,MEDIUM
BES-1330,Blockchain Elections: Smart Contract Electoral System Design And Implementation,,0.9,HIGH
BES-1333,Blockchain Based Election Architecture using XRPL,,0.9,HIGH
BES-1335,Chirotonía: Scalable and Secure e-Voting Framework based on Blockchains and Linkable Ring Signatures,,0.9,HIGH
BES-1337,"Electronic Voting: 6th International Joint Conference, E-Vote-ID 2021, Virtual Event, October 5–8, 2021: proceedings",10.5445/ir/1000138829,0.7,MEDIUM
BES-1343,A secured automated bimodal biometric electronic voting system,10.11591/ijai.v10.i1.pp1-8,0.7,MEDIUM
BES-1344,Anovote,,0.7,MEDIUM
BES-1347,Estudio para la recomendación del voto electrónico usando tecnología Blockchain en las elecciones seccionales de la ciudad de Guayaquil.,,0.7,MEDIUM
BES-1348,Sistema de voto electrónico basado en blockchain,,0.7,MEDIUM
BES-1354,A Fully Anonymous e-Voting Protocol Employing Universal zk-SNARKs and Smart Contracts,,0.9,HIGH
BES-1365,A Blockchain-Based Self-Tallying Voting Protocol in Decentralized IoT,10.1109/tdsc.2020.2979856,0.9,HIGH
BES-1367,Secure large‐scale E‐voting system based on blockchain contract using a hybrid consensus model combined with sharding,10.4218/etrij.2019-0362,0.9,HIGH
BES-1370,Decentralized E-voting system based on Smart Contract by using Blockchain Technology,10.1109/icsidempc49020.2020.9299581,0.7,MEDIUM
BES-1374,Blockchain Ethereum Clients Performance Analysis Considering E-Voting Application,10.1016/j.procs.2020.03.303,0.7,MEDIUM
BES-1375,Architecture-Centric Evaluation of Blockchain-Based Smart Contract E-Voting for National Elections,10.3390/informatics7020016,0.9,HIGH
BES-1376,A Smart Contract System for Decentralized Borda Count Voting,10.1109/tem.2020.2986371,0.9,HIGH
BES-1377,Electronic Voting based on Virtual ID of Aadhar using Blockchain Technology,10.1109/icimia48430.2020.9074942,0.9,HIGH
BES-1378,Digital Voting: A Blockchain-based E-Voting System using Biohash and Smart Contract,10.1109/icssit48917.2020.9214250,0.7,MEDIUM
BES-1380,A Blockchain-Based Traceable Self-Tallying E-Voting Protocol in AI Era,10.1109/tnse.2020.3011928,0.9,HIGH
BES-1386,Electronic Voting Using Blockchain And Smart Contracts: Proof Of Concept,10.1109/tla.2020.9387645,0.7,MEDIUM
BES-1393,Implementation and evaluation of blockchain based e-voting system with Ethereum and Metamask,10.1109/icimcis51567.2020.9354310,0.9,HIGH
BES-1398,Machine Learning with Blockchain for Secure E-voting System,10.1109/smart-tech49988.2020.00050,0.7,MEDIUM
BES-1399,Using Blockchain Data Security Management for E-Voting Systems,10.1109/citsm50537.2020.9268847,0.7,MEDIUM
BES-1400,A Hyper-ledger Fabric Framework as a Service for Improved Quality E-voting System,10.1109/tensymp50017.2020.9230820,0.7,MEDIUM
BES-1401,Blockchain and Aadhaar based Electronic Voting System,10.1109/iceca49313.2020.9297655,0.7,MEDIUM
BES-1403,Blockchain Enabled Online-Voting System,10.1051/itmconf/20203203018,0.7,MEDIUM
BES-1408,Implementation of Decentralized Blockchain E-voting,10.4108/eai.13-7-2018.164859,0.7,MEDIUM
BES-1412,Secure Electronic Voting System using Blockchain Technology,10.21742/ijsh.2020.14.2.04,0.7,MEDIUM
BES-1414,TrustVote: On Elections We Trust with Distributed Ledgers and Smart Contracts,10.1109/brains49436.2020.9223306,0.9,HIGH
BES-1415,A electronic voting protocol based on blockchain and homomorphic signcryption,10.1002/cpe.5817,0.7,MEDIUM
BES-1416,Provotum: A Blockchain-based and End-to-end Verifiable Remote Electronic Voting System,10.1109/lcn48667.2020.9314815,0.9,HIGH
BES-1419,Blockchain-Based Self-Tallying Voting System with Software Updates in Decentralized IoT,10.1109/mnet.001.1900439,0.9,HIGH
BES-1420,E-Voting System using Hyperledger Sawtooth,10.1109/icaccm50413.2020.9212945,0.9,HIGH
BES-1424,Implementing Electronic Voting System With Blockchain Technology,10.1109/incet49848.2020.9154116,0.7,MEDIUM
BES-1425,Practical I-Voting on Stellar Blockchain,10.3390/app10217606,0.9,HIGH
BES-1428,Block Chain Technology based Electoral Franchise,10.1109/icimia48430.2020.9074931,0.7,MEDIUM
BES-1430,A Blockchain based Cost effective Digital Voting System using SideChain and Smart Contracts,10.1109/icece51571.2020.9393081,0.7,MEDIUM
BES-1435,Design and implementation of cast-as-intended verifiability for a blockchain-based voting system,10.1145/3341105.3373884,0.9,HIGH
BES-1439,A Blockchain Voting System Based on the Feedback Mechanism and Wilson Score,10.3390/info11120552,0.9,HIGH
BES-1441,E-Voting on Blockchain using Solidity Language,10.1109/icvee50212.2020.9243267,0.7,MEDIUM
BES-1442,Highly Secured Blockchain Based Electronic Voting System Using SHA3 and Merkle Root,10.1088/1757-899x/993/1/012103,0.7,MEDIUM
BES-1448,Blockchain-based Electronic Voting System with Special Ballot and Block Structures that Complies with Indonesian Principle of Voting,10.14569/ijacsa.2020.0110121,0.9,HIGH
BES-1449,Fault-Tolerant Architecture Design for Blockchain-Based Electronics Voting System,10.1109/jcsse49651.2020.9268264,0.7,MEDIUM
BES-1450,Anonymous and Coercion-Resistant Distributed Electronic Voting,10.1109/icnc47757.2020.9049653,0.9,HIGH
BES-1452,Implementation of Smart Contracts Ethereum Blockchain in Web-Based Electronic Voting (e-voting),10.26623/transformatika.v18i1.1779,0.7,MEDIUM
BES-1454,Decentralized electronic voting system based on blockchain technology developing principals,10.32782/cmis/2608-17,0.9,HIGH
BES-1455,Efficient Privacy-Preserving Electronic Voting Scheme Based on Blockchain,10.1109/smartiot49966.2020.00036,0.9,HIGH
BES-1457,BUVOTS: A Blockchain Based Unmanipulated Voting Scheme,10.2139/ssrn.3735921,0.7,MEDIUM
BES-1459,Design and Implementation of Smart Card based Secure Key Storage The Blockchain E-voting Application,10.1109/icitamee50454.2020.9398390,0.9,HIGH
BES-1462,E-Voting System In Smart Phone Using Mobile Application,10.1109/ICACCS48705.2020.9074289,0.7,MEDIUM
BES-1463,Analysis and Improvement of an E-voting System Based on Blockchain,10.1109/icee50131.2020.9260875,0.9,HIGH
BES-1464,A Privacy-Aware Digital Voting System employing Blockchain and Smart Contracts,10.1109/csde50874.2020.9411634,0.7,MEDIUM
BES-1465,The Prototype of Thai Blockchain-based Voting System,10.14569/ijacsa.2020.0110510,0.9,HIGH
BES-1466,Auditable blockchain voting system - the blockchain technology toward the electronic voting process,10.1504/ijwgs.2020.106102,0.9,HIGH
BES-1470,"Blockchain technology in elections: past, present and future",10.12737/2587-6295-2020-25-38,0.7,MEDIUM
BES-1471,BLOCK CHAIN TECHNOLOGY FOR ELECTRONIC VOTING,10.31838/jcr.07.03.22,0.7,MEDIUM
BES-1476,Utilizing Public Blockchains for the Sybil-Resistant Bootstrapping of Distributed Anonymity Services,10.1145/3320269.3384729,0.7,MEDIUM
BES-1479,BLOCKCHAIN BASED E-VOTING APPROACH IN P2P NETWORK,10.31838/jcr.07.09.72,0.7,MEDIUM
BES-1480,The Blockchain Revolution: Paradigm Shifts in Traditional Voting Practices,10.5120/ijca2020920535,0.7,MEDIUM
BES-1481,A Competent and Accurate BlockChain based E-Voting System on Liquid Democracy,10.1109/brains49436.2020.9223308,0.9,HIGH
BES-1486,ethVote: Towards secure voting with distributed ledgers,10.1109/cybersecurity49315.2020.9138866,0.9,HIGH
BES-1487,Augmenting an Internet Voting System with Selene Verifiability using Permissioned Distributed Ledger,10.1109/icdcs47774.2020.00124,0.9,HIGH
BES-1488,Development Principles for Electronic Voting System Using Distributed Ledger Technology,10.1109/dessert50317.2020.9125042,0.7,MEDIUM
BES-1490,Yet Another E-Voting Scheme Implemented Using Hyperledger Fabric Blockchain,10.1007/978-3-030-58808-3_4,0.9,HIGH
BES-1491,Cloud Database Security in E-Voting System using Blockchain Technology,10.35940/ijrte.e6292.018520,0.7,MEDIUM
BES-1492,Blockchain Interfaced Sacure E-Voting System,10.3126/jie.v15i1.27730,0.9,HIGH
BES-1494,Blockchain Based Public Cloud Security for E-Voting System on IoT Environment,10.1088/1757-899x/981/4/042013,0.7,MEDIUM
BES-1495,The New Concept of Guaranteeing Confidence in the E-Voting System,10.1109/picst51311.2020.9468012,0.7,MEDIUM
BES-1496,Design and practical implementation of verify‐your‐vote protocol,10.1002/cpe.5813,0.9,HIGH
BES-1502,Securing E-Voting System using Blockchain,,0.7,MEDIUM
BES-1503,Blockchain-based Biometric Election System,10.46300/9106.2020.14.13,0.7,MEDIUM
BES-1505,Implementation of Secure Voting System using Blockchain,10.17577/ijertv9is060974,0.9,HIGH
BES-1506,Secured Voting Using Blockchain,10.1109/iccca49541.2020.9250859,0.7,MEDIUM
BES-1507,An IoT and Blockchain based Electronic Voting System,10.22214/ijraset.2020.6224,0.7,MEDIUM
BES-1511,Implementation of Blockchain for Fair Polling System,10.1109/icosec49089.2020.9215354,0.7,MEDIUM
BES-1519,BLOCKCHAIN AS AN E-VOTING TOOL,10.21474/ijar01/12225,0.7,MEDIUM
BES-1520,Smart Contract Formulation in General Elections,10.30534/ijeter/2020/03862020,0.7,MEDIUM
BES-1521,Secure Voting System Using Distributed Ledger Technology,10.1109/icics49469.2020.239487,0.7,MEDIUM
BES-1522,Design of Electronic Voting Portal Using Blockchain Technology,10.37591/joedt.v11i2.4167,0.7,MEDIUM
BES-1523,Secure Electronic Voting System based on Mobile-app and Blockchain,10.2174/2666255813999200821161058,0.7,MEDIUM
BES-1524,Blockchain-based E-Voting System using Proof of Voting (PoV) Consensus Algorithm,10.32377/cvrjst1819,0.7,MEDIUM
BES-1529,Performance of the Secret Electronic Voting Scheme Using Hyperledger Fabric Permissioned Blockchain,10.1007/978-3-030-58808-3_3,0.9,HIGH
BES-1531,Ethereum Blockchain based Secure E voting S ystem,10.35940/ijitee.e2542.039520,0.7,MEDIUM
BES-1532,To Enhance Election Voting using Blockchain,10.22214/ijraset.2020.4028,0.7,MEDIUM
BES-1533,Electronic Voting Using Decentralized System Based on Ethereum Blockchain,10.32409/jikstik.19.1.152,0.7,MEDIUM
BES-1536,Hybrid-Voting: A Hybrid Structured Electronic Voting System,10.1145/3366424.3382708,0.9,HIGH
BES-1539,Learning Citizenship in Practice with SchoolVote System,10.1145/3383923.3383962,0.7,MEDIUM
BES-1540,"Problems, construction principles and development prospects of the national electronic voting system in Ukraine",10.30837/rt.2020.1.200.08,0.9,HIGH
BES-1542,Vote-from-Home? Evaluation Framework for Election Security on Remote Voting in Response to COVID-19,10.2139/ssrn.3685381,0.7,MEDIUM
BES-1543,A BLOCKCHAIN-BASED AUDITABLE AND SECURE VOTING SYSTEM,10.23860/THESIS-KEKULANDARA-MADHUKARA-2020,0.9,HIGH
BES-1547,ETHEREUM BLOCKCHAIN BASED E-VOTING SYSTEM FOR DECENTRALIZED AND SECURE ELECTIONS,,0.7,MEDIUM
BES-1551,Blockchain Technology for Secure Electronic Voting,10.5120/ijca2020920755,0.7,MEDIUM
BES-1556,The impact of blockchain technology on the trustworthiness of online voting systems - an exploration of blockchain technology,,0.7,MEDIUM
BES-1557,„The impact of blockchain technology on the trustworthiness of online voting systems”-„elections and trust“,,0.7,MEDIUM
BES-1558,PROCESS REDESIGN UNTUK PEMILIHAN KETUA UMUM ORGANISASI KEMAHASISWAAN MENGGUNAKAN METODE BUSINESS PROCESS MANAGEMENT,10.33197/jitter.vol6.iss3.2020.434,0.7,MEDIUM
BES-1559,Empirical Analysis of Transaction Malleability within Blockchain-based e-Voting,10.1016/j.cose.2020.102081,0.9,HIGH
BES-1560,Система онлайн-голосування на базі технології Blockchain,,0.7,MEDIUM
BES-1562,Implementasi Blockchain pada Sistem Pemungutan Suara Elektronik dengan Metode Konsensus Proof-Of-Authority,,0.7,MEDIUM
BES-1564,Rancang Bangun Sistem Informasi Electronic Voting terhadap Pemilihan Umum Berbasis Blockchain,,0.7,MEDIUM
BES-1570,"Desarrollo de un prototipo de aplicación móvil para votación electrónica descentralizada en instituciones de educación básica y media de Madrid Cundinamarca, mediante la implementación de Smart Contracts. Caso de estudio: Colegio San Pedro",,0.7,MEDIUM
BES-1577,NetVote: A strict-coercion resistance re-voting based internet voting scheme with linear filtering,10.3390/math8091618,0.9,HIGH
BES-1578,Proverum: A Hybrid Public Verifiability and Decentralized Identity Management,,0.9,HIGH
BES-1579,Electt: running auditable and verifiable elections in untrusted environments,,0.9,HIGH
BES-1584,Trustworthy Electronic Voting Using Adjusted Blockchain Technology,10.1109/access.2019.2895670,0.7,MEDIUM
BES-1587,Securing e-voting based on blockchain in P2P network,10.1186/s13638-019-1473-6,0.9,HIGH
BES-1588,An Anti-Quantum E-Voting Protocol in Blockchain With Audit Function,10.1109/access.2019.2935895,0.7,MEDIUM
BES-1592,Decentralized E-Voting Portal Using Blockchain,10.1109/icccnt45670.2019.8944820,0.7,MEDIUM
BES-1593,Distributed E-Voting and E-Bidding Systems Based on Smart Contract,10.3390/electronics8040422,0.9,HIGH
BES-1607,Votereum: An Ethereum-Based E-Voting System,10.1109/rivf.2019.8713661,0.9,HIGH
BES-1615,Blockchain-Based Electronic Voting System for Elections in Turkey,10.1109/ubmk.2019.8907102,0.7,MEDIUM
BES-1617,Decentralised Applications Using Ethereum Blockchain,10.1109/iconstem.2019.8918887,0.7,MEDIUM
BES-1618,A Secure Decentralized Trustless E-Voting System Based on Smart Contract,10.1109/trustcom/bigdatase.2019.00082,0.9,HIGH
BES-1621,Blockchain-Based E-Vote-as-a-Service,10.1109/cloud.2019.00085,0.7,MEDIUM
BES-1623,Integration of Fog Computing and Blockchain Technology Using the Plasma Framework,10.1109/bloc.2019.8751308,0.7,MEDIUM
BES-1624,A Proposed Mobile Voting Framework Utilizing Blockchain Technology and Multi-Factor Authentication,10.1088/1742-6596/1378/3/032104,0.9,HIGH
BES-1625,Towards a Privacy-Preserving Voting System Through Blockchain Technologies,10.1109/dasc/picom/cbdcom/cyberscitech.2019.00116,0.7,MEDIUM
BES-1627,Secured voting through Blockchain technology,10.1109/icoei.2019.8862743,0.7,MEDIUM
BES-1628,Electronic Voting Recording System Based on Blockchain Technology,10.1109/cmi48017.2019.8962142,0.7,MEDIUM
BES-1630,Secured Electronic Voting System Using the Concepts of Blockchain,10.1109/iemcon.2019.8936310,0.9,HIGH
BES-1631,VoteChain: A Blockchain Based E-Voting System,10.1109/gcat47503.2019.8978295,0.9,HIGH
BES-1634,Blockchain Based Anonymous Voting System Using zkSNARKs,10.1109/icaem.2019.8853836,0.9,HIGH
BES-1635,Blockchain E-Voting Done Right: Privacy and Transparency with Public Blockchain,10.1109/icsess47205.2019.9040770,0.9,HIGH
BES-1636,Maintaining Voting Integrity using Blockchain,10.1109/icecco48375.2019.9043225,0.7,MEDIUM
BES-1637,Block Chain Based Cloud Computing Model on EVM Transactions for Secure Voting,10.1109/iccmc.2019.8819649,0.7,MEDIUM
BES-1640,Development of a Distributed Blockchain eVoting System,10.1145/3345035.3345080,0.9,HIGH
BES-1642,Privacy-protected Electronic Voting System Based on Blockchin and Trusted Execution Environment,10.1109/iccc47050.2019.9064387,0.9,HIGH
BES-1644,Proof of Concept Blockchain-based Voting System,10.1145/3372938.3372969,0.7,MEDIUM
BES-1645,Ques-Chain: An Ethereum Based E-Voting System,10.5121/csit.2019.90803,0.7,MEDIUM
BES-1647,Using Ring Signatures For An Anonymous E-Voting System,10.1109/atit49449.2019.9030447,0.7,MEDIUM
BES-1652,Blockchain-based Complete Self-tallying E-voting Protocol,10.1109/apsipaasc47483.2019.9023220,0.9,HIGH
BES-1653,Blockchain e-voting system with the use of intelligent agent approach,10.1145/3365921.3365927,0.7,MEDIUM
BES-1654,A Novel P2P based System with Blockchain for Secured Voting Scheme,10.1109/iconstem.2019.8918895,0.7,MEDIUM
BES-1655,Design of Blockchain-Based Electronic Election System Using Hyperledger: Case of Indonesia,10.1109/icitisee48480.2019.9003768,0.9,HIGH
BES-1656,Ring Signature-Based Voting on Blockchain,10.1145/3376044.3376054,0.9,HIGH
BES-1660,CaIV: Cast-as-Intended Verifiability in Blockchain-based Voting,10.1109/bloc.2019.8751413,0.9,HIGH
BES-1661,BlockVOTE : An Architecture of a Blockchain-based Electronic Voting System,10.1109/icsec47112.2019.8974826,0.9,HIGH
BES-1664,Implement Liquid Democracy on Ethereum: A Fast Algorithm for Realtime Self-tally Voting System,,0.7,MEDIUM
BES-1665,Blockchain implimentation on E-voting System,10.1109/iss1.2019.8907951,0.7,MEDIUM
BES-1666,Blockchain Based Secured E-voting by Using the Assistance of Smart Contract,,0.9,HIGH
BES-1667,Towards Developing a Secure and Robust Solution for E-Voting using Blockchain,10.1109/icnte44896.2019.8945955,0.7,MEDIUM
BES-1668,An Analytical View on Political Voting System using Blockchain Technology - UAE Case Study,10.1109/itt48889.2019.9075074,0.9,HIGH
BES-1672,A Decentralized E-Voting System Based on Blockchain Network,10.35940/ijitee.l3815.1081219,0.9,HIGH
BES-1673,Transparent E-Voting dApp Based on Waves Blockchain and RIDE Language,10.1109/redundancy48165.2019.9003336,0.7,MEDIUM
BES-1674,Blockchain Based E-Voting System for India Using UIDAI's Aadhaar,10.5281/zenodo.3428327,0.7,MEDIUM
BES-1679,“Voting System using Multichain Blockchain and Fingerprint Verification”,10.35940/ijitee.a4170.119119,0.7,MEDIUM
BES-1685,Deploying a Shareholder Rights Management System onto a Distributed Ledger,10.65109/rlmd8223,0.7,MEDIUM
BES-1690,DABSTERS: Distributed Authorities using Blind Signature to Effect Robust Security in e-Voting,10.5220/0007917702280235,0.9,HIGH
BES-1692,Secure Electronic Voting using Block Chain and Homomorphic Encryption,10.35940/ijrte.b1168.0982s1119,0.7,MEDIUM
BES-1696,End-to-End Verifiable Electronic Voting System Using Delegated Proof of Stake On Blockchain,10.2139/ssrn.3511409,0.9,HIGH
BES-1697,A transparent referendum protocol with immutable proceedings and verifiable outcome for trustless networks,10.1007/978-3-030-36687-2_54,0.9,HIGH
BES-1700,BIDS: Blockchain Based Intrusion Detection System for Electoral Process,10.1109/icecco48375.2019.9043292,0.7,MEDIUM
BES-1702,Decentralized Application on Voting System,10.35940/ijrte.d9757.118419,0.7,MEDIUM
BES-1704,Applying Technologies of Distributed Registries and Blockchains in Popular Voting and Lawmaking: Key Methods and Main Problems,,0.7,MEDIUM
BES-1708,Design and Implementation a Smart E-Voting Model : Decentralization Using Blockchain,10.32628/cseit1195424,0.7,MEDIUM
BES-1709,E-Voting in India Using Blockchain and It’s Modus Operandi,10.1166/jctn.2019.8249,0.7,MEDIUM
BES-1710,Election Voting Using Blockchain Technology,,0.7,MEDIUM
BES-1711,Ballot Mechanism Design Based on Blockchain Methodologies,10.1145/3366650.3366656,0.7,MEDIUM
BES-1712,Peculiarities of Application of Technologies of Distributed Registers and Blockchain (Blockchain) for the Popular Vote,10.17803/1994-1471.2019.106.9.041-052,0.7,MEDIUM
BES-1713,Electronic voting through DE-PBFT consensus and DAG data structure,10.1109/iccke48569.2019.8965093,0.7,MEDIUM
BES-1715,The Concept of Electronic Voting Based on Blockchain,10.17587/IT.25.75-85,0.7,MEDIUM
BES-1718,Blockchain electronic vote system,10.1109/chilecon47746.2019.8988084,0.9,HIGH
BES-1719,Secure i-Voting Scheme with Blockchain Technology and Blind Signature,10.33847/2686-8296.1.1_1,0.7,MEDIUM
BES-1720,Bringing transparency and trust to elections,10.1145/3326365.3326372,0.9,HIGH
BES-1724,Secure Online Voting System Using Blockchain,10.32628/CSEIT1952162,0.7,MEDIUM
BES-1725,A Study on the Conceptual Model of an E-Voting System based on Blockchain,10.37272/jiecr.2019.04.19.2.99,0.7,MEDIUM
BES-1727,Blockchain-based Digital-Voting: Effectiveness and Challenges in Afghanistan,,0.7,MEDIUM
BES-1731,E-Voting: Blockchain Based Voting For Secure Vote Casting,10.35940/ijeat.b3024.129219,0.7,MEDIUM
BES-1732,A Voting Application Which Provides Data Security via Blockchain Technology,10.1109/UBMK.2019.8907111,0.7,MEDIUM
BES-1736,Rational e-voting based on network evolution in the cloud,10.1504/ijcse.2019.104437,0.7,MEDIUM
BES-1737,Designing a Secure and Scalable Real-time Voting System: Analyzing a Successful Real-time Voting System Implementation,10.30574/wjarr.2019.4.2.0158,0.9,HIGH
BES-1742,A Decentralized Voting System,,0.7,MEDIUM
